jurisdiccion,objeto_causa,circunscripcion,despacho_judicial,codigoResolucionDespacho,tipo_resolucion,cantidad_actuaciones,coordinates
Penal,Lesión,CAPITAL Y CENTRAL,CORTE SUPREMA DE JUSTICIA,586007,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Violación de domicilio,CAPITAL Y CENTRAL,CORTE SUPREMA DE JUSTICIA,586008,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Producción de documentos no auténticos,ÑEEMBUCÚ,"JUZGADO CIVIL, COMERCIAL Y LABORAL - ALBERDI, VILLA OLIVA Y VILLA FRANCA",586017,Providencia,1,"(-27.0608, -58.2478)"
Penal,Abuso sexual en niños - inducción,CAPITAL Y CENTRAL,JUZGADO DE ATENCION PERMANENTE - CENTRAL,586021,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Abuso sexual en personas indefensas,CAPITAL Y CENTRAL,JUZGADO DE ATENCION PERMANENTE - CENTRAL,586022,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Apropiación,CAPITAL Y CENTRAL,JUZGADO DE ATENCION PERMANENTE - CENTRAL,586023,Providencia,1,"(-25.282, -57.6346)"
Penal,Coacción Sexual,CAPITAL Y CENTRAL,JUZGADO DE ATENCION PERMANENTE - CENTRAL,586024,Providencia,1,"(-25.282, -57.6346)"
Penal,Desacato a la Orden Judicial ley 4711/12,CAPITAL Y CENTRAL,JUZGADO DE ATENCION PERMANENTE - CENTRAL,586025,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Estafa,CAPITAL Y CENTRAL,JUZGADO DE ATENCION PERMANENTE - CENTRAL,586026,Providencia,2,"(-25.282, -57.6346)"
Penal,Exposición a peligro del tránsito terrestre,CAPITAL Y CENTRAL,JUZGADO DE ATENCION PERMANENTE - CENTRAL,586027,Auto Interlocutorio,2,"(-25.282, -57.6346)"
Penal,Exposición a peligro del tránsito terrestre,CAPITAL Y CENTRAL,JUZGADO DE ATENCION PERMANENTE - CENTRAL,586028,Providencia,2,"(-25.282, -57.6346)"
Penal,Homicidio culposo,CAPITAL Y CENTRAL,JUZGADO DE ATENCION PERMANENTE - CENTRAL,586029,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Homicidio culposo,CAPITAL Y CENTRAL,JUZGADO DE ATENCION PERMANENTE - CENTRAL,586030,Providencia,1,"(-25.282, -57.6346)"
Penal,Homicidio Doloso,CAPITAL Y CENTRAL,JUZGADO DE ATENCION PERMANENTE - CENTRAL,586031,Auto Interlocutorio,3,"(-25.282, -57.6346)"
Penal,Homicidio Doloso,CAPITAL Y CENTRAL,JUZGADO DE ATENCION PERMANENTE - CENTRAL,586032,Auto Interlocutorio,2,"(-25.282, -57.6346)"
Penal,Hurto,CAPITAL Y CENTRAL,JUZGADO DE ATENCION PERMANENTE - CENTRAL,586033,Auto Interlocutorio,10,"(-25.282, -57.6346)"
Penal,Hurto,CAPITAL Y CENTRAL,JUZGADO DE ATENCION PERMANENTE - CENTRAL,586034,Providencia,2,"(-25.282, -57.6346)"
Penal,Hurto - Tentativa,CAPITAL Y CENTRAL,JUZGADO DE ATENCION PERMANENTE - CENTRAL,586035,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Hurto Agravado,CAPITAL Y CENTRAL,JUZGADO DE ATENCION PERMANENTE - CENTRAL,586036,Auto Interlocutorio,25,"(-25.282, -57.6346)"
Penal,Hurto Agravado,CAPITAL Y CENTRAL,JUZGADO DE ATENCION PERMANENTE - CENTRAL,586037,Providencia,4,"(-25.282, -57.6346)"
Penal,Hurto especialmente grave,CAPITAL Y CENTRAL,JUZGADO DE ATENCION PERMANENTE - CENTRAL,586038,Auto Interlocutorio,2,"(-25.282, -57.6346)"
Penal,Intervenciones peligrosas en el tránsito terrestre,CAPITAL Y CENTRAL,JUZGADO DE ATENCION PERMANENTE - CENTRAL,586039,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Invasión de inmueble ajeno,CAPITAL Y CENTRAL,JUZGADO DE ATENCION PERMANENTE - CENTRAL,586040,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Lesión del derecho a la comunicación y a la imagen,CAPITAL Y CENTRAL,JUZGADO DE ATENCION PERMANENTE - CENTRAL,586041,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Lesión Grave,CAPITAL Y CENTRAL,JUZGADO DE ATENCION PERMANENTE - CENTRAL,586042,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Obstrucción al resarcimiento por daños en accidentes de transito,CAPITAL Y CENTRAL,JUZGADO DE ATENCION PERMANENTE - CENTRAL,586043,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Omisión de auxilio,CAPITAL Y CENTRAL,JUZGADO DE ATENCION PERMANENTE - CENTRAL,586044,Auto Interlocutorio,2,"(-25.282, -57.6346)"
Penal,Omisión de auxilio,CAPITAL Y CENTRAL,JUZGADO DE ATENCION PERMANENTE - CENTRAL,586045,Providencia,1,"(-25.282, -57.6346)"
Penal,Producción de riesgos comunes,CAPITAL Y CENTRAL,JUZGADO DE ATENCION PERMANENTE - CENTRAL,586046,Auto Interlocutorio,3,"(-25.282, -57.6346)"
Penal,Reducción,CAPITAL Y CENTRAL,JUZGADO DE ATENCION PERMANENTE - CENTRAL,586047,Auto Interlocutorio,4,"(-25.282, -57.6346)"
Penal,Reducción,CAPITAL Y CENTRAL,JUZGADO DE ATENCION PERMANENTE - CENTRAL,586048,Providencia,1,"(-25.282, -57.6346)"
Penal,Resistencia,CAPITAL Y CENTRAL,JUZGADO DE ATENCION PERMANENTE - CENTRAL,586049,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Resistencia,CAPITAL Y CENTRAL,JUZGADO DE ATENCION PERMANENTE - CENTRAL,586050,Providencia,2,"(-25.282, -57.6346)"
Penal,Robo,CAPITAL Y CENTRAL,JUZGADO DE ATENCION PERMANENTE - CENTRAL,586051,Auto Interlocutorio,4,"(-25.282, -57.6346)"
Penal,Robo agravado,CAPITAL Y CENTRAL,JUZGADO DE ATENCION PERMANENTE - CENTRAL,586052,Auto Interlocutorio,18,"(-25.282, -57.6346)"
Penal,Soborno,CAPITAL Y CENTRAL,JUZGADO DE ATENCION PERMANENTE - CENTRAL,586053,Providencia,1,"(-25.282, -57.6346)"
Penal,Tráfico de Drogas (Ley 1340),CAPITAL Y CENTRAL,JUZGADO DE ATENCION PERMANENTE - CENTRAL,586054,Auto Interlocutorio,23,"(-25.282, -57.6346)"
Penal,Tráfico de Drogas (Ley 1340),CAPITAL Y CENTRAL,JUZGADO DE ATENCION PERMANENTE - CENTRAL,586055,Providencia,1,"(-25.282, -57.6346)"
Penal,Tráfico de drogas. tráfico y delitos conexos,CAPITAL Y CENTRAL,JUZGADO DE ATENCION PERMANENTE - CENTRAL,586056,Auto Interlocutorio,3,"(-25.282, -57.6346)"
Penal,Tráfico de influencias (Ley 2523/04),CAPITAL Y CENTRAL,JUZGADO DE ATENCION PERMANENTE - CENTRAL,586057,Providencia,1,"(-25.282, -57.6346)"
Penal,Violacion a Ley 4036/10 Portación y Tenencia de Armas,CAPITAL Y CENTRAL,JUZGADO DE ATENCION PERMANENTE - CENTRAL,586058,Auto Interlocutorio,2,"(-25.282, -57.6346)"
Penal,Violencia Familiar,CAPITAL Y CENTRAL,JUZGADO DE ATENCION PERMANENTE - CENTRAL,586059,Auto Interlocutorio,37,"(-25.282, -57.6346)"
Penal,Violencia Familiar,CAPITAL Y CENTRAL,JUZGADO DE ATENCION PERMANENTE - CENTRAL,586060,Providencia,2,"(-25.282, -57.6346)"
Penal,Abigeato,CORDILLERA,JUZGADO DE EJECUCION PENAL - CAACUPE,586061,Auto Interlocutorio,1,"(-25.0667, -57.25)"
Penal,Coacción Sexual,CAPITAL Y CENTRAL,"JUZGADO DE EJECUCION PENAL PRIMER TURNO, SEC.1 - CENTRAL (FERNANDO DE LA MORA)",586062,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Hurto,CAPITAL Y CENTRAL,"JUZGADO DE EJECUCION PENAL PRIMER TURNO, SEC.1 - CENTRAL (FERNANDO DE LA MORA)",586063,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Estafa,CAPITAL Y CENTRAL,"JUZGADO DE EJECUCION PENAL SEGUNDO TURNO, SEC.2 - CENTRAL (SAN LORENZO)",586064,Auto Interlocutorio,2,"(-25.282, -57.6346)"
Penal,Exposición a peligro del tránsito terrestre,CAPITAL Y CENTRAL,"JUZGADO DE EJECUCION PENAL SEGUNDO TURNO, SEC.2 - CENTRAL (SAN LORENZO)",586065,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Hurto Agravado,CAPITAL Y CENTRAL,"JUZGADO DE EJECUCION PENAL SEGUNDO TURNO, SEC.2 - CENTRAL (SAN LORENZO)",586066,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Incumplimiento del deber legal alimentario,CAPITAL Y CENTRAL,"JUZGADO DE EJECUCION PENAL SEGUNDO TURNO, SEC.2 - CENTRAL (SAN LORENZO)",586067,Auto Interlocutorio,4,"(-25.282, -57.6346)"
Penal,Obstrucción al resarcimiento por daños en accidentes de transito,CAPITAL Y CENTRAL,"JUZGADO DE EJECUCION PENAL SEGUNDO TURNO, SEC.2 - CENTRAL (SAN LORENZO)",586068,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Resistencia,CAPITAL Y CENTRAL,"JUZGADO DE EJECUCION PENAL SEGUNDO TURNO, SEC.2 - CENTRAL (SAN LORENZO)",586069,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Robo agravado,CAPITAL Y CENTRAL,"JUZGADO DE EJECUCION PENAL SEGUNDO TURNO, SEC.2 - CENTRAL (SAN LORENZO)",586070,Auto Interlocutorio,2,"(-25.282, -57.6346)"
Penal,Tráfico de Drogas (Ley 1340),CAPITAL Y CENTRAL,"JUZGADO DE EJECUCION PENAL SEGUNDO TURNO, SEC.2 - CENTRAL (SAN LORENZO)",586071,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Tráfico de drogas. tráfico y delitos conexos,CAPITAL Y CENTRAL,"JUZGADO DE EJECUCION PENAL SEGUNDO TURNO, SEC.2 - CENTRAL (SAN LORENZO)",586072,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Hurto Agravado,CAPITAL Y CENTRAL,JUZGADO DE EJECUCION PENAL TERCER TURNO SEC. 1 - CENTRAL (LUQUE),586073,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Incumplimiento del deber legal alimentario,CAPITAL Y CENTRAL,JUZGADO DE EJECUCION PENAL TERCER TURNO SEC. 1 - CENTRAL (LUQUE),586074,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Reducción,CAPITAL Y CENTRAL,JUZGADO DE EJECUCION PENAL TERCER TURNO SEC. 1 - CENTRAL (LUQUE),586075,Auto Interlocutorio,2,"(-25.282, -57.6346)"
Penal,Robo agravado,CAPITAL Y CENTRAL,JUZGADO DE EJECUCION PENAL TERCER TURNO SEC. 1 - CENTRAL (LUQUE),586076,Auto Interlocutorio,3,"(-25.282, -57.6346)"
Penal,Tráfico de drogas. tráfico y delitos conexos,CAPITAL Y CENTRAL,JUZGADO DE EJECUCION PENAL TERCER TURNO SEC. 1 - CENTRAL (LUQUE),586077,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Incumplimiento del deber legal alimentario,CAPITAL Y CENTRAL,JUZGADO DE EJECUCION PENAL TERCER TURNO SEC. 2 - CENTRAL (LUQUE),586078,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Calumnia,CAPITAL Y CENTRAL,JUZGADO DE LIQUIDACION Y SENTENCIA NRO. 3,587286,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal Liquidación,Defraudación,CAPITAL Y CENTRAL,JUZGADO DE LIQUIDACION Y SENTENCIA NRO. 3,587287,Auto Interlocutorio,2,"(-25.282, -57.6346)"
Penal Liquidación,Emisión de Cheque sin fondo,CAPITAL Y CENTRAL,JUZGADO DE LIQUIDACION Y SENTENCIA NRO. 3,587288,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Estafa,CAPITAL Y CENTRAL,JUZGADO DE LIQUIDACION Y SENTENCIA NRO. 3,587289,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal Liquidación,Estafa,CAPITAL Y CENTRAL,JUZGADO DE LIQUIDACION Y SENTENCIA NRO. 3,587290,Auto Interlocutorio,3,"(-25.282, -57.6346)"
Penal Liquidación,Estafa,CAPITAL Y CENTRAL,JUZGADO DE LIQUIDACION Y SENTENCIA NRO. 3,587291,Sentencia Definitiva,2,"(-25.282, -57.6346)"
Penal,Estafa mediante Sistemas Informáticos,CAPITAL Y CENTRAL,JUZGADO DE LIQUIDACION Y SENTENCIA NRO. 3,587292,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal Liquidación,Homicidio,CAPITAL Y CENTRAL,JUZGADO DE LIQUIDACION Y SENTENCIA NRO. 3,587293,Auto Interlocutorio,2,"(-25.282, -57.6346)"
Penal Liquidación,Hurto Agravado,CAPITAL Y CENTRAL,JUZGADO DE LIQUIDACION Y SENTENCIA NRO. 3,587294,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Lesión,CAPITAL Y CENTRAL,JUZGADO DE LIQUIDACION Y SENTENCIA NRO. 3,587295,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal Liquidación,Lesión,CAPITAL Y CENTRAL,JUZGADO DE LIQUIDACION Y SENTENCIA NRO. 3,587296,Auto Interlocutorio,2,"(-25.282, -57.6346)"
Penal,Lesión culposa,CAPITAL Y CENTRAL,JUZGADO DE LIQUIDACION Y SENTENCIA NRO. 3,587297,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Lesión Grave,CAPITAL Y CENTRAL,JUZGADO DE LIQUIDACION Y SENTENCIA NRO. 3,587298,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Maltrato Físico (Ley Nº 3440/08),CAPITAL Y CENTRAL,JUZGADO DE LIQUIDACION Y SENTENCIA NRO. 3,587299,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Producción de documentos no auténticos,CAPITAL Y CENTRAL,JUZGADO DE LIQUIDACION Y SENTENCIA NRO. 3,587300,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal Liquidación,Robo,CAPITAL Y CENTRAL,JUZGADO DE LIQUIDACION Y SENTENCIA NRO. 3,587301,Auto Interlocutorio,3,"(-25.282, -57.6346)"
Penal Liquidación,Secuestro,CAPITAL Y CENTRAL,JUZGADO DE LIQUIDACION Y SENTENCIA NRO. 3,587302,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Violencia Familiar,CAPITAL Y CENTRAL,JUZGADO DE LIQUIDACION Y SENTENCIA NRO. 3,587303,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Violencia Familiar,CAPITAL Y CENTRAL,JUZGADO DE LIQUIDACION Y SENTENCIA NRO. 3,587304,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal Liquidación,Estafa,CAPITAL Y CENTRAL,JUZGADO DE PRIMERA INSTANCIA EN LO CRIMINAL DEL 3° TURNO,589329,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Abigeato,BOQUERON,JUZGADO DE PRIMERA INSTANCIA MULTIFUERO - MARISCAL ESTIGARRIBIA,589336,Auto Interlocutorio,2,"(-21.4436, -60.7695)"
Penal,Abuso de documento de identidad,BOQUERON,JUZGADO DE PRIMERA INSTANCIA MULTIFUERO - MARISCAL ESTIGARRIBIA,589337,Auto Interlocutorio,1,"(-21.4436, -60.7695)"
Penal,Abuso sexual en niños - inducción,BOQUERON,JUZGADO DE PRIMERA INSTANCIA MULTIFUERO - MARISCAL ESTIGARRIBIA,589338,Auto Interlocutorio,1,"(-21.4436, -60.7695)"
Penal,Apropiación,BOQUERON,JUZGADO DE PRIMERA INSTANCIA MULTIFUERO - MARISCAL ESTIGARRIBIA,589340,Auto Interlocutorio,2,"(-21.4436, -60.7695)"
Penal,Coacción Sexual grave,BOQUERON,JUZGADO DE PRIMERA INSTANCIA MULTIFUERO - MARISCAL ESTIGARRIBIA,589343,Auto Interlocutorio,1,"(-21.4436, -60.7695)"
Penal,Homicidio Doloso,BOQUERON,JUZGADO DE PRIMERA INSTANCIA MULTIFUERO - MARISCAL ESTIGARRIBIA,589346,Auto Interlocutorio,1,"(-21.4436, -60.7695)"
Penal,Hurto,BOQUERON,JUZGADO DE PRIMERA INSTANCIA MULTIFUERO - MARISCAL ESTIGARRIBIA,589347,Auto Interlocutorio,1,"(-21.4436, -60.7695)"
Penal,Hurto Agravado,BOQUERON,JUZGADO DE PRIMERA INSTANCIA MULTIFUERO - MARISCAL ESTIGARRIBIA,589348,Auto Interlocutorio,3,"(-21.4436, -60.7695)"
Penal,Incumplimiento del deber legal alimentario,BOQUERON,JUZGADO DE PRIMERA INSTANCIA MULTIFUERO - MARISCAL ESTIGARRIBIA,589349,Auto Interlocutorio,1,"(-21.4436, -60.7695)"
Penal,Reducción,BOQUERON,JUZGADO DE PRIMERA INSTANCIA MULTIFUERO - MARISCAL ESTIGARRIBIA,589354,Auto Interlocutorio,1,"(-21.4436, -60.7695)"
Penal,Tráfico de Drogas (Ley 1340),BOQUERON,JUZGADO DE PRIMERA INSTANCIA MULTIFUERO - MARISCAL ESTIGARRIBIA,589358,Auto Interlocutorio,2,"(-21.4436, -60.7695)"
Penal,Violencia Familiar,BOQUERON,JUZGADO DE PRIMERA INSTANCIA MULTIFUERO - MARISCAL ESTIGARRIBIA,589359,Auto Interlocutorio,1,"(-21.4436, -60.7695)"
Penal,Exposición a peligro del tránsito terrestre,PRESIDENTE HAYES,"JUZGADO DE PRIMERA INSTANCIA MULTIFUERO - NEULAND, LOMA PLATA Y FILADELFIA",589367,Auto Interlocutorio,1,"(-23.5, -58.0)"
Penal,Homicidio Doloso,PRESIDENTE HAYES,"JUZGADO DE PRIMERA INSTANCIA MULTIFUERO - NEULAND, LOMA PLATA Y FILADELFIA",589368,Auto Interlocutorio,2,"(-23.5, -58.0)"
Penal,Hurto,PRESIDENTE HAYES,"JUZGADO DE PRIMERA INSTANCIA MULTIFUERO - NEULAND, LOMA PLATA Y FILADELFIA",589370,Auto Interlocutorio,1,"(-23.5, -58.0)"
Penal,Lesión,PRESIDENTE HAYES,"JUZGADO DE PRIMERA INSTANCIA MULTIFUERO - NEULAND, LOMA PLATA Y FILADELFIA",589373,Auto Interlocutorio,1,"(-23.5, -58.0)"
Penal,Lesión Grave,PRESIDENTE HAYES,"JUZGADO DE PRIMERA INSTANCIA MULTIFUERO - NEULAND, LOMA PLATA Y FILADELFIA",589374,Auto Interlocutorio,2,"(-23.5, -58.0)"
Penal,Reducción,PRESIDENTE HAYES,"JUZGADO DE PRIMERA INSTANCIA MULTIFUERO - NEULAND, LOMA PLATA Y FILADELFIA",589381,Auto Interlocutorio,1,"(-23.5, -58.0)"
Penal,Robo agravado,PRESIDENTE HAYES,"JUZGADO DE PRIMERA INSTANCIA MULTIFUERO - NEULAND, LOMA PLATA Y FILADELFIA",589384,Sentencia Definitiva,1,"(-23.5, -58.0)"
Penal,Violacion a Ley 4036/10 Portación y Tenencia de Armas,PRESIDENTE HAYES,"JUZGADO DE PRIMERA INSTANCIA MULTIFUERO - NEULAND, LOMA PLATA Y FILADELFIA",589387,Auto Interlocutorio,1,"(-23.5, -58.0)"
Penal,Apropiación,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 1,589388,Auto Interlocutorio,2,"(-25.282, -57.6346)"
Penal,Calumnia,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 1,589389,Auto Interlocutorio,2,"(-25.282, -57.6346)"
Penal,Estafa,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 1,589390,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Estafa,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 1,589391,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Incumplimiento del deber legal alimentario,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 1,589392,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Incumplimiento del deber legal alimentario,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 1,589393,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Hurto Agravado,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 14,589394,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Injuria,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 14,589395,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Estafa,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 15,589396,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Incumplimiento del deber legal alimentario,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 15,589397,Auto Interlocutorio,2,"(-25.282, -57.6346)"
Penal,Lesión de confianza,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 15,589398,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Privación de libertad,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 15,589399,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Producción de documentos no auténticos,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 15,589400,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Robo,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 15,589401,Providencia,1,"(-25.282, -57.6346)"
Penal,Robo agravado,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 15,589402,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Violencia Familiar,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 15,589403,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Abuso sexual en personas internadas,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 16,589404,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Apropiación,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 16,589405,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Calumnia,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 16,589406,Auto Interlocutorio,2,"(-25.282, -57.6346)"
Penal,Difamación,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 16,589407,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Homicidio Doloso,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 16,589408,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Homicidio Doloso,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 16,589409,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Hurto,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 16,589410,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Injuria,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 16,589411,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Lesión,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 16,589412,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Lesión culposa,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 16,589413,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Obstrucción al resarcimiento por daños en accidentes de transito,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 16,589414,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Omisión de auxilio,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 16,589415,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Reducción,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 16,589416,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Robo agravado,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 16,589417,Auto Interlocutorio,2,"(-25.282, -57.6346)"
Penal,Simulación de un hecho punible,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 16,589418,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Estafa,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 17,589419,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Homicidio Doloso,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 17,589420,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Hurto Agravado,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 17,589421,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Lesión Grave,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 17,589422,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Violación del deber de cuidado de ancianos o discapacitados,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 17,589423,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Abuso sexual en niños - inducción,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 2,589424,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Apropiación,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 2,589425,Sentencia Definitiva,2,"(-25.282, -57.6346)"
Penal,Calumnia,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 2,589426,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Calumnia,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 2,589427,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Coacción Sexual Sexual y violacion,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 2,589428,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Estafa,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 2,589429,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Estafa mediante Sistemas Informáticos,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 2,589430,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Homicidio Doloso,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 2,589431,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,"Incesto, coito con descendiente consanguíneo",CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 2,589432,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Ley 1881/2002 que modifica Ley 1340,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 2,589433,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Producción de documentos no auténticos,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 2,589434,Sentencia Definitiva,1,"(-25.282, -57.6346)"
Penal,Violencia Familiar,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 2,589435,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Difamación,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 20,589436,Auto Interlocutorio,1,"(-25.282, -57.6346)"
Penal,Lesión culposa,CAPITAL Y CENTRAL,JUZGADO DE SENTENCIA NRO. 20,589437,Sentencia Definitiva,1,"(-25.282, -57.6346)"
