jurisdiccion,objeto_causa,circunscripcion,despacho_judicial,codigoResolucionDespacho,tipo_resolucion,cantidad_actuaciones,coordinates
Penal,Hurto Agravado,CONCEPCION,JUZGADO PENAL DE LA ADOLESCENCIA N° 1  Sria. N° 2 -  CONCEPCION,595265,Auto Interlocutorio,1,"(-23.4147, -57.4344)"
Penal,Hurto Agravado,CONCEPCION,JUZGADO PENAL DE LA ADOLESCENCIA N° 1  Sria. N° 2 -  CONCEPCION,595266,Providencia,1,"(-23.4147, -57.4344)"
Penal,Hurto Agravado,CONCEPCION,JUZGADO PENAL DE LA ADOLESCENCIA N° 1  Sria. N° 2 -  CONCEPCION,595267,Sentencia Definitiva,1,"(-23.4147, -57.4344)"
Penal,Hurto especialmente grave,CONCEPCION,JUZGADO PENAL DE LA ADOLESCENCIA N° 1  Sria. N° 2 -  CONCEPCION,595268,Providencia,1,"(-23.4147, -57.4344)"
Penal,Robo agravado,CONCEPCION,JUZGADO PENAL DE LA ADOLESCENCIA N° 1  Sria. N° 2 -  CONCEPCION,595270,Providencia,1,"(-23.4147, -57.4344)"
Penal,Tráfico de Drogas (Ley 1340),CONCEPCION,JUZGADO PENAL DE LA ADOLESCENCIA N° 1  Sria. N° 2 -  CONCEPCION,595271,Auto Interlocutorio,1,"(-23.4147, -57.4344)"
Penal Liquidación,Robo,CONCEPCION,JUZGADO PENAL DE LIQUIDACION DE CONCEPCION,595272,Auto Interlocutorio,1,"(-23.4147, -57.4344)"
Penal,Violencia Familiar,CONCEPCION,TRIBUNAL DE SENTENCIA - PUERTO CASADO,595273,Sentencia Definitiva,1,"(-23.4147, -57.4344)"
Penal,Desacato a la Orden Judicial ley 4711/12,CONCEPCION,TRIBUNAL DE SENTENCIA COLEGIADO DE CONCEPCION,595274,Sentencia Definitiva,1,"(-23.4147, -57.4344)"
Penal,Hecho Atípico,CONCEPCION,TRIBUNAL DE SENTENCIA COLEGIADO DE CONCEPCION,595275,Sentencia Definitiva,1,"(-23.4147, -57.4344)"
Penal,Apropiación,CONCEPCION,TRIBUNAL DE SENTENCIA COLEGIADO DE CONCEPCION,595276,Auto Interlocutorio,1,"(-23.4147, -57.4344)"
Penal,Apropiación,CONCEPCION,TRIBUNAL DE SENTENCIA COLEGIADO DE CONCEPCION,595277,Sentencia Definitiva,1,"(-23.4147, -57.4344)"
Penal,Asociación criminal,CONCEPCION,TRIBUNAL DE SENTENCIA COLEGIADO DE CONCEPCION,595278,Sentencia Definitiva,2,"(-23.4147, -57.4344)"
Penal,Coacción Sexual,CONCEPCION,TRIBUNAL DE SENTENCIA COLEGIADO DE CONCEPCION,595279,Sentencia Definitiva,2,"(-23.4147, -57.4344)"
Penal,Coacción Sexual grave,CONCEPCION,TRIBUNAL DE SENTENCIA COLEGIADO DE CONCEPCION,595280,Sentencia Definitiva,2,"(-23.4147, -57.4344)"
Penal,Coacción Sexual Sexual,CONCEPCION,TRIBUNAL DE SENTENCIA COLEGIADO DE CONCEPCION,595281,Auto Interlocutorio,2,"(-23.4147, -57.4344)"
Penal,Coacción Sexual Sexual,CONCEPCION,TRIBUNAL DE SENTENCIA COLEGIADO DE CONCEPCION,595282,Sentencia Definitiva,1,"(-23.4147, -57.4344)"
Penal,Extorsión,CONCEPCION,TRIBUNAL DE SENTENCIA COLEGIADO DE CONCEPCION,595283,Sentencia Definitiva,1,"(-23.4147, -57.4344)"
Penal,Extorsión agravada,CONCEPCION,TRIBUNAL DE SENTENCIA COLEGIADO DE CONCEPCION,595284,Sentencia Definitiva,2,"(-23.4147, -57.4344)"
Penal,Homicidio Doloso,CONCEPCION,TRIBUNAL DE SENTENCIA COLEGIADO DE CONCEPCION,595285,Sentencia Definitiva,1,"(-23.4147, -57.4344)"
Penal,Homicidio Doloso. Agravante: poniendo en peligro inmediato de la vida de terceros,CONCEPCION,TRIBUNAL DE SENTENCIA COLEGIADO DE CONCEPCION,595286,Sentencia Definitiva,1,"(-23.4147, -57.4344)"
Penal,Incumplimiento del deber legal alimentario,CONCEPCION,TRIBUNAL DE SENTENCIA COLEGIADO DE CONCEPCION,595287,Auto Interlocutorio,1,"(-23.4147, -57.4344)"
Penal,Lesión de confianza,CONCEPCION,TRIBUNAL DE SENTENCIA COLEGIADO DE CONCEPCION,595288,Sentencia Definitiva,1,"(-23.4147, -57.4344)"
Penal,Ley 1881/2002 que modifica Ley 1340,CONCEPCION,TRIBUNAL DE SENTENCIA COLEGIADO DE CONCEPCION,595289,Sentencia Definitiva,1,"(-23.4147, -57.4344)"
Penal,Privación de libertad,CONCEPCION,TRIBUNAL DE SENTENCIA COLEGIADO DE CONCEPCION,595290,Sentencia Definitiva,2,"(-23.4147, -57.4344)"
Penal,Producción de riesgos comunes,CONCEPCION,TRIBUNAL DE SENTENCIA COLEGIADO DE CONCEPCION,595291,Sentencia Definitiva,1,"(-23.4147, -57.4344)"
Penal,Robo,CONCEPCION,TRIBUNAL DE SENTENCIA COLEGIADO DE CONCEPCION,595292,Auto Interlocutorio,1,"(-23.4147, -57.4344)"
Penal,Robo,CONCEPCION,TRIBUNAL DE SENTENCIA COLEGIADO DE CONCEPCION,595293,Sentencia Definitiva,1,"(-23.4147, -57.4344)"
Penal,Robo agravado,CONCEPCION,TRIBUNAL DE SENTENCIA COLEGIADO DE CONCEPCION,595294,Sentencia Definitiva,2,"(-23.4147, -57.4344)"
Penal,Secuestro,CONCEPCION,TRIBUNAL DE SENTENCIA COLEGIADO DE CONCEPCION,595295,Sentencia Definitiva,1,"(-23.4147, -57.4344)"
Penal,Toma de rehenes,CONCEPCION,TRIBUNAL DE SENTENCIA COLEGIADO DE CONCEPCION,595296,Sentencia Definitiva,1,"(-23.4147, -57.4344)"
Penal,Tráfico de drogas. tráfico y delitos conexos,CONCEPCION,TRIBUNAL DE SENTENCIA COLEGIADO DE CONCEPCION,595297,Sentencia Definitiva,1,"(-23.4147, -57.4344)"
Penal,Violencia Familiar,CONCEPCION,TRIBUNAL DE SENTENCIA COLEGIADO DE CONCEPCION,595298,Auto Interlocutorio,1,"(-23.4147, -57.4344)"
Penal,Violencia Familiar,CONCEPCION,TRIBUNAL DE SENTENCIA COLEGIADO DE CONCEPCION,595299,Sentencia Definitiva,2,"(-23.4147, -57.4344)"
Penal,Abuso sexual niños - estímulo sexual,CONCEPCION,TRIBUNAL DE SENTENCIA COLEGIADO DE HORQUETA,595300,Sentencia Definitiva,1,"(-23.4147, -57.4344)"
Penal,Asociación criminal,CONCEPCION,TRIBUNAL DE SENTENCIA COLEGIADO DE HORQUETA,595301,Auto Interlocutorio,1,"(-23.4147, -57.4344)"
Penal,Coacción Sexual,CONCEPCION,TRIBUNAL DE SENTENCIA COLEGIADO DE HORQUETA,595302,Auto Interlocutorio,1,"(-23.4147, -57.4344)"
Penal,Coacción Sexual grave,CONCEPCION,TRIBUNAL DE SENTENCIA COLEGIADO DE HORQUETA,595303,Auto Interlocutorio,1,"(-23.4147, -57.4344)"
Penal,Extorsión,CONCEPCION,TRIBUNAL DE SENTENCIA COLEGIADO DE HORQUETA,595304,Auto Interlocutorio,1,"(-23.4147, -57.4344)"
Penal,Extorsión agravada,CONCEPCION,TRIBUNAL DE SENTENCIA COLEGIADO DE HORQUETA,595305,Auto Interlocutorio,1,"(-23.4147, -57.4344)"
Penal,Financiamiento al terrorismo(Delitos Econ.),CONCEPCION,TRIBUNAL DE SENTENCIA COLEGIADO DE HORQUETA,595306,Auto Interlocutorio,1,"(-23.4147, -57.4344)"
Penal,Homicidio culposo,CONCEPCION,TRIBUNAL DE SENTENCIA COLEGIADO DE HORQUETA,595307,Auto Interlocutorio,1,"(-23.4147, -57.4344)"
Penal,Homicidio Doloso,CONCEPCION,TRIBUNAL DE SENTENCIA COLEGIADO DE HORQUETA,595308,Auto Interlocutorio,2,"(-23.4147, -57.4344)"
Penal,Homicidio Doloso,CONCEPCION,TRIBUNAL DE SENTENCIA COLEGIADO DE HORQUETA,595309,Sentencia Definitiva,1,"(-23.4147, -57.4344)"
Penal,Incumplimiento del deber legal alimentario,CONCEPCION,TRIBUNAL DE SENTENCIA COLEGIADO DE HORQUETA,595310,Sentencia Definitiva,3,"(-23.4147, -57.4344)"
Penal,Resistencia,CONCEPCION,TRIBUNAL DE SENTENCIA COLEGIADO DE HORQUETA,595311,Auto Interlocutorio,1,"(-23.4147, -57.4344)"
Penal,Resistencia,CONCEPCION,TRIBUNAL DE SENTENCIA COLEGIADO DE HORQUETA,595312,Sentencia Definitiva,1,"(-23.4147, -57.4344)"
Penal,Robo agravado,CONCEPCION,TRIBUNAL DE SENTENCIA COLEGIADO DE HORQUETA,595313,Auto Interlocutorio,1,"(-23.4147, -57.4344)"
Penal,Violacion a Ley 4036/10 Portación y Tenencia de Armas,CONCEPCION,TRIBUNAL DE SENTENCIA COLEGIADO DE HORQUETA,595314,Auto Interlocutorio,1,"(-23.4147, -57.4344)"
Penal,Lesión culposa,CONCEPCION,TRIBUNAL DE SENTENCIA UNIPERSONAL DE CONCEPCION,595315,Sentencia Definitiva,1,"(-23.4147, -57.4344)"
Penal,Daño,CONCEPCION,TRIBUNAL DE SENTENCIA UNIPERSONAL DE HORQUETA,595316,Auto Interlocutorio,1,"(-23.4147, -57.4344)"
Penal,Portación y Tenencia de Armas Ley 4036/10,AMAMBAY,"JUZGADO PENAL DE EJECUCION, Sria. 2",595561,Providencia,1,"(-22.5612, -55.7245)"
Penal,Exposición a peligro del tránsito terrestre,AMAMBAY,JUZGADO PENAL DE GARANTIAS DE FERIA 2019,595562,Auto Interlocutorio,2,"(-22.5612, -55.7245)"
Penal,Exposición a peligro del tránsito terrestre,AMAMBAY,JUZGADO PENAL DE GARANTIAS DE FERIA 2019,595563,Providencia,3,"(-22.5612, -55.7245)"
Penal,Hurto,AMAMBAY,JUZGADO PENAL DE GARANTIAS DE FERIA 2019,595564,Providencia,1,"(-22.5612, -55.7245)"
Penal,Ley 1881/2002 que modifica Ley 1340,AMAMBAY,JUZGADO PENAL DE GARANTIAS DE FERIA 2019,595565,Auto Interlocutorio,1,"(-22.5612, -55.7245)"
Penal,Reducción,AMAMBAY,JUZGADO PENAL DE GARANTIAS DE FERIA 2019,595566,Providencia,2,"(-22.5612, -55.7245)"
Penal,Resistencia,AMAMBAY,JUZGADO PENAL DE GARANTIAS DE FERIA 2019,595567,Providencia,1,"(-22.5612, -55.7245)"
Penal,Robo agravado,AMAMBAY,JUZGADO PENAL DE GARANTIAS DE FERIA 2019,595568,Providencia,1,"(-22.5612, -55.7245)"
Penal,Violencia Familiar,AMAMBAY,JUZGADO PENAL DE GARANTIAS DE FERIA 2019,595569,Providencia,1,"(-22.5612, -55.7245)"
Penal,Abigeato,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 1 DE BELLA VISTA NORTE, Sria. 1",595570,Auto Interlocutorio,1,"(-22.5612, -55.7245)"
Penal,Abigeato,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 1 DE BELLA VISTA NORTE, Sria. 1",595571,Providencia,1,"(-22.5612, -55.7245)"
Penal,Estafa,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 1 DE BELLA VISTA NORTE, Sria. 1",595572,Auto Interlocutorio,1,"(-22.5612, -55.7245)"
Penal,Exposición a peligro del tránsito terrestre,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 1 DE BELLA VISTA NORTE, Sria. 1",595573,Auto Interlocutorio,2,"(-22.5612, -55.7245)"
Penal,Homicidio culposo,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 1 DE BELLA VISTA NORTE, Sria. 1",595574,Providencia,1,"(-22.5612, -55.7245)"
Penal,Homicidio Doloso,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 1 DE BELLA VISTA NORTE, Sria. 1",595575,Auto Interlocutorio,1,"(-22.5612, -55.7245)"
Penal,Incumplimiento del deber legal alimentario,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 1 DE BELLA VISTA NORTE, Sria. 1",595576,Auto Interlocutorio,2,"(-22.5612, -55.7245)"
Penal,Lesión Grave,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 1 DE BELLA VISTA NORTE, Sria. 1",595577,Auto Interlocutorio,1,"(-22.5612, -55.7245)"
Penal,"Tráfico de drogas. Tenencia, consumo y medidas de seguridad curativa",AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 1 DE BELLA VISTA NORTE, Sria. 1",595578,Auto Interlocutorio,1,"(-22.5612, -55.7245)"
Penal,Violencia Familiar,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 1 DE BELLA VISTA NORTE, Sria. 1",595579,Providencia,1,"(-22.5612, -55.7245)"
Penal,Portación y Tenencia de Armas Ley 4036/10,AMAMBAY,JUZGADO PENAL DE GARANTIAS Nro. 1 DE CAPITAN BADO Sec. 1,595580,Auto Interlocutorio,1,"(-22.5612, -55.7245)"
Penal,Abuso sexual en niños - inducción,AMAMBAY,JUZGADO PENAL DE GARANTIAS Nro. 1 DE CAPITAN BADO Sec. 1,595581,Providencia,2,"(-22.5612, -55.7245)"
Penal,Amenaza,AMAMBAY,JUZGADO PENAL DE GARANTIAS Nro. 1 DE CAPITAN BADO Sec. 1,595582,Auto Interlocutorio,12,"(-22.5612, -55.7245)"
Penal,Amenaza de hechos punibles,AMAMBAY,JUZGADO PENAL DE GARANTIAS Nro. 1 DE CAPITAN BADO Sec. 1,595583,Auto Interlocutorio,1,"(-22.5612, -55.7245)"
Penal,Calumnia,AMAMBAY,JUZGADO PENAL DE GARANTIAS Nro. 1 DE CAPITAN BADO Sec. 1,595584,Auto Interlocutorio,1,"(-22.5612, -55.7245)"
Penal,Coacción Sexual,AMAMBAY,JUZGADO PENAL DE GARANTIAS Nro. 1 DE CAPITAN BADO Sec. 1,595585,Auto Interlocutorio,1,"(-22.5612, -55.7245)"
Penal,Daño,AMAMBAY,JUZGADO PENAL DE GARANTIAS Nro. 1 DE CAPITAN BADO Sec. 1,595586,Auto Interlocutorio,1,"(-22.5612, -55.7245)"
Penal,Daño,AMAMBAY,JUZGADO PENAL DE GARANTIAS Nro. 1 DE CAPITAN BADO Sec. 1,595587,Providencia,1,"(-22.5612, -55.7245)"
Penal,Estafa,AMAMBAY,JUZGADO PENAL DE GARANTIAS Nro. 1 DE CAPITAN BADO Sec. 1,595588,Providencia,1,"(-22.5612, -55.7245)"
Penal,Exposición a peligro del tránsito terrestre,AMAMBAY,JUZGADO PENAL DE GARANTIAS Nro. 1 DE CAPITAN BADO Sec. 1,595589,Auto Interlocutorio,1,"(-22.5612, -55.7245)"
Penal,Exposición a peligro del tránsito terrestre,AMAMBAY,JUZGADO PENAL DE GARANTIAS Nro. 1 DE CAPITAN BADO Sec. 1,595590,Providencia,1,"(-22.5612, -55.7245)"
Penal,Hecho Atípico,AMAMBAY,JUZGADO PENAL DE GARANTIAS Nro. 1 DE CAPITAN BADO Sec. 1,595591,Auto Interlocutorio,10,"(-22.5612, -55.7245)"
Penal,Homicidio Doloso,AMAMBAY,JUZGADO PENAL DE GARANTIAS Nro. 1 DE CAPITAN BADO Sec. 1,595592,Auto Interlocutorio,1,"(-22.5612, -55.7245)"
Penal,Homicidio Doloso,AMAMBAY,JUZGADO PENAL DE GARANTIAS Nro. 1 DE CAPITAN BADO Sec. 1,595593,Providencia,2,"(-22.5612, -55.7245)"
Penal,Hurto Agravado,AMAMBAY,JUZGADO PENAL DE GARANTIAS Nro. 1 DE CAPITAN BADO Sec. 1,595594,Providencia,2,"(-22.5612, -55.7245)"
Penal,Incumplimiento del deber legal alimentario,AMAMBAY,JUZGADO PENAL DE GARANTIAS Nro. 1 DE CAPITAN BADO Sec. 1,595595,Auto Interlocutorio,1,"(-22.5612, -55.7245)"
Penal,Injuria,AMAMBAY,JUZGADO PENAL DE GARANTIAS Nro. 1 DE CAPITAN BADO Sec. 1,595596,Auto Interlocutorio,1,"(-22.5612, -55.7245)"
Penal,Lesión,AMAMBAY,JUZGADO PENAL DE GARANTIAS Nro. 1 DE CAPITAN BADO Sec. 1,595597,Auto Interlocutorio,2,"(-22.5612, -55.7245)"
Penal,Lesión,AMAMBAY,JUZGADO PENAL DE GARANTIAS Nro. 1 DE CAPITAN BADO Sec. 1,595598,Providencia,1,"(-22.5612, -55.7245)"
Penal,Ley 1881/2002 que modifica Ley 1340,AMAMBAY,JUZGADO PENAL DE GARANTIAS Nro. 1 DE CAPITAN BADO Sec. 1,595599,Auto Interlocutorio,1,"(-22.5612, -55.7245)"
Penal,Reducción,AMAMBAY,JUZGADO PENAL DE GARANTIAS Nro. 1 DE CAPITAN BADO Sec. 1,595600,Auto Interlocutorio,2,"(-22.5612, -55.7245)"
Penal,Reducción,AMAMBAY,JUZGADO PENAL DE GARANTIAS Nro. 1 DE CAPITAN BADO Sec. 1,595601,Providencia,1,"(-22.5612, -55.7245)"
Penal,Violación de la patria potestad,AMAMBAY,JUZGADO PENAL DE GARANTIAS Nro. 1 DE CAPITAN BADO Sec. 1,595602,Providencia,2,"(-22.5612, -55.7245)"
Penal,Portación y Tenencia de Armas Ley 4036/10,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 1, Sría. 1",595603,Auto Interlocutorio,2,"(-22.5612, -55.7245)"
Penal,Tráfico Ilicito de armas de fuego,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 1, Sría. 1",595604,Auto Interlocutorio,1,"(-22.5612, -55.7245)"
Penal,Abigeato,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 1, Sría. 1",595605,Auto Interlocutorio,2,"(-22.5612, -55.7245)"
Penal,Abuso sexual en niños - inducción,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 1, Sría. 1",595606,Providencia,1,"(-22.5612, -55.7245)"
Penal,Abuso sexual en personas indefensas,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 1, Sría. 1",595607,Auto Interlocutorio,1,"(-22.5612, -55.7245)"
Penal,Actos homosexuales con menor de 16 años,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 1, Sría. 1",595608,Auto Interlocutorio,1,"(-22.5612, -55.7245)"
Penal,Estafa,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 1, Sría. 1",595609,Auto Interlocutorio,1,"(-22.5612, -55.7245)"
Penal,Estafa,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 1, Sría. 1",595610,Providencia,2,"(-22.5612, -55.7245)"
Penal,Exposición a peligro del tránsito terrestre,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 1, Sría. 1",595611,Auto Interlocutorio,6,"(-22.5612, -55.7245)"
Penal,Exposición a peligro del tránsito terrestre,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 1, Sría. 1",595612,Providencia,2,"(-22.5612, -55.7245)"
Penal,Homicidio,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 1, Sría. 1",595613,Auto Interlocutorio,1,"(-22.5612, -55.7245)"
Penal,Incumplimiento del deber legal alimentario,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 1, Sría. 1",595614,Auto Interlocutorio,5,"(-22.5612, -55.7245)"
Penal,Incumplimiento del deber legal alimentario,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 1, Sría. 1",595615,Providencia,2,"(-22.5612, -55.7245)"
Penal,Lesión Grave,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 1, Sría. 1",595616,Providencia,1,"(-22.5612, -55.7245)"
Penal,Producción de riesgos comunes,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 1, Sría. 1",595617,Auto Interlocutorio,1,"(-22.5612, -55.7245)"
Penal,Reducción,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 1, Sría. 1",595618,Auto Interlocutorio,1,"(-22.5612, -55.7245)"
Penal,Resistencia,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 1, Sría. 1",595619,Auto Interlocutorio,8,"(-22.5612, -55.7245)"
Penal,Soborno,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 1, Sría. 1",595620,Auto Interlocutorio,1,"(-22.5612, -55.7245)"
Penal,Tráfico de Drogas (Ley 1340),AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 1, Sría. 1",595621,Auto Interlocutorio,1,"(-22.5612, -55.7245)"
Penal,Violencia Familiar,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 1, Sría. 1",595622,Auto Interlocutorio,7,"(-22.5612, -55.7245)"
Penal,Violencia Familiar,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 1, Sría. 1",595623,Providencia,1,"(-22.5612, -55.7245)"
Penal,Accion Penal Privada para Desestimar Art. 17 CPP,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 1, Sría. 2 ",595624,Auto Interlocutorio,3,"(-22.5612, -55.7245)"
Penal,Accion Penal Privada para Desestimar Art. 17 CPP,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 1, Sría. 2 ",595625,Providencia,1,"(-22.5612, -55.7245)"
Penal,Portación y Tenencia de Armas Ley 4036/10,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 1, Sría. 2 ",595626,Auto Interlocutorio,1,"(-22.5612, -55.7245)"
Penal,Apropiación,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 1, Sría. 2 ",595627,Auto Interlocutorio,1,"(-22.5612, -55.7245)"
Penal,Apropiación,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 1, Sría. 2 ",595628,Providencia,2,"(-22.5612, -55.7245)"
Penal,Asociación criminal,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 1, Sría. 2 ",595629,Auto Interlocutorio,1,"(-22.5612, -55.7245)"
Penal,Coacción Sexual,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 1, Sría. 2 ",595630,Auto Interlocutorio,1,"(-22.5612, -55.7245)"
Penal,Coacción Sexual,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 1, Sría. 2 ",595631,Providencia,2,"(-22.5612, -55.7245)"
Penal,Coacción Sexual grave,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 1, Sría. 2 ",595632,Auto Interlocutorio,1,"(-22.5612, -55.7245)"
Penal,Estafa,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 1, Sría. 2 ",595633,Auto Interlocutorio,1,"(-22.5612, -55.7245)"
Penal,Estafa,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 1, Sría. 2 ",595634,Providencia,3,"(-22.5612, -55.7245)"
Penal,Exposición a peligro del tránsito terrestre,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 1, Sría. 2 ",595635,Auto Interlocutorio,11,"(-22.5612, -55.7245)"
Penal,Exposición a peligro del tránsito terrestre,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 1, Sría. 2 ",595636,Providencia,14,"(-22.5612, -55.7245)"
Penal,Homicidio,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 1, Sría. 2 ",595637,Auto Interlocutorio,1,"(-22.5612, -55.7245)"
Penal,Homicidio culposo,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 1, Sría. 2 ",595638,Providencia,1,"(-22.5612, -55.7245)"
Penal,Incumplimiento del deber legal alimentario,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 1, Sría. 2 ",595639,Auto Interlocutorio,4,"(-22.5612, -55.7245)"
Penal,Invasión de inmueble ajeno,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 1, Sría. 2 ",595640,Providencia,1,"(-22.5612, -55.7245)"
Penal,Lesión de confianza,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 1, Sría. 2 ",595641,Providencia,1,"(-22.5612, -55.7245)"
Penal,Lesión Grave,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 1, Sría. 2 ",595642,Providencia,1,"(-22.5612, -55.7245)"
Penal,Ley 1881/2002 que modifica Ley 1340,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 1, Sría. 2 ",595643,Providencia,1,"(-22.5612, -55.7245)"
Penal,Obstrucción al resarcimiento por daños en accidentes de transito,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 1, Sría. 2 ",595644,Providencia,1,"(-22.5612, -55.7245)"
Penal,Producción de documentos no auténticos,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 1, Sría. 2 ",595645,Auto Interlocutorio,1,"(-22.5612, -55.7245)"
Penal,Reducción,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 1, Sría. 2 ",595646,Auto Interlocutorio,1,"(-22.5612, -55.7245)"
Penal,Reducción,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 1, Sría. 2 ",595647,Providencia,2,"(-22.5612, -55.7245)"
Penal,Resistencia,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 1, Sría. 2 ",595648,Auto Interlocutorio,4,"(-22.5612, -55.7245)"
Penal,Resistencia,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 1, Sría. 2 ",595649,Providencia,3,"(-22.5612, -55.7245)"
Penal,Robo,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 1, Sría. 2 ",595650,Auto Interlocutorio,1,"(-22.5612, -55.7245)"
Penal,Robo agravado,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 1, Sría. 2 ",595651,Auto Interlocutorio,4,"(-22.5612, -55.7245)"
Penal,Tráfico de Drogas (Ley 1340),AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 1, Sría. 2 ",595652,Auto Interlocutorio,1,"(-22.5612, -55.7245)"
Penal,Violencia Familiar,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 1, Sría. 2 ",595653,Auto Interlocutorio,6,"(-22.5612, -55.7245)"
Penal,Violencia Familiar,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 1, Sría. 2 ",595654,Providencia,10,"(-22.5612, -55.7245)"
Penal,Apropiación,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 2, Sría. 3",595655,Auto Interlocutorio,1,"(-22.5612, -55.7245)"
Penal,Coacción Sexual grave,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 2, Sría. 3",595656,Auto Interlocutorio,1,"(-22.5612, -55.7245)"
Penal,Exposición a peligro del tránsito terrestre,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 2, Sría. 3",595658,Providencia,1,"(-22.5612, -55.7245)"
Penal,Hecho Atípico,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 2, Sría. 3",595659,Providencia,1,"(-22.5612, -55.7245)"
Penal,Homicidio,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 2, Sría. 3",595660,Auto Interlocutorio,1,"(-22.5612, -55.7245)"
Penal,Homicidio culposo,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 2, Sría. 3",595661,Auto Interlocutorio,1,"(-22.5612, -55.7245)"
Penal,Hurto,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 2, Sría. 3",595662,Providencia,1,"(-22.5612, -55.7245)"
Penal,Hurto Agravado,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 2, Sría. 3",595663,Auto Interlocutorio,1,"(-22.5612, -55.7245)"
Penal,Reducción,AMAMBAY,"JUZGADO PENAL DE GARANTIAS Nro. 2, Sría. 3",595664,Auto Interlocutorio,2,"(-22.5612, -55.7245)"
